UserId,OnboardingCompletionScore,Country,Sex,Age,AccountAgeMonths,ListeningHours,ActiveDays,SkipRate,PlaylistCount,LikedTracks,RecommendationUsageRate,ImportedMusicLibrary,ConvertedToPremium
1003584,33.1,France,Female,37,38,3.8,12,0.676,1,9,0.07,0,0
1003585,70.1,United Kingdom,Female,49,11,28.7,20,0.114,2,21,0.467,0,0
1003586,72.8,France,Female,46,4,45.7,19,0.345,3,16,0.582,1,0
1003587,55.1,Poland,Female,45,25,9.5,7,0.248,2,7,0.108,0,0
1003588,71.3,Spain,Female,28,4,31.8,21,0.388,1,16,0.66,0,1
1003589,86.0,France,Male,30,51,43.5,21,0.362,4,18,0.469,0,0
1003590,54.5,Brazil,Female,30,19,0.5,10,0.318,0,9,0.205,1,1
1003591,74.9,Brazil,Female,33,7,42.8,23,0.239,4,14,0.122,0,1
1003592,60.4,France,Male,29,18,48.2,20,0.209,4,23,0.378,0,0
1003593,86.2,Poland,Male,43,10,57.3,28,0.338,8,37,0.751,0,1
1003594,83.4,Poland,Male,35,29,13.5,11,0.293,4,7,0.24,0,0
1003595,69.2,Germany,Female,41,4,33.5,18,0.679,0,17,0.371,0,0
1003596,64.9,France,Male,38,18,28.2,17,0.442,2,12,0.467,0,1
1003597,38.7,Poland,Male,49,20,18.7,12,0.666,3,12,0.266,0,0
1003598,42.7,France,Male,40,27,5.4,8,0.824,0,5,0.367,0,0
1003599,73.6,Poland,Female,35,12,14.2,15,0.568,0,11,0.122,0,0
1003600,64.9,Poland,Female,26,15,52.2,23,0.631,3,28,0.434,0,1
1003601,72.3,Poland,Male,35,7,18.1,10,0.683,1,11,0.1,1,0
1003602,81.3,Germany,Male,40,13,3.1,11,0.717,0,10,0.263,0,0
1003603,48.1,Poland,Male,48,1,22.9,16,0.592,1,14,0.158,0,0
1003604,39.0,United Kingdom,Female,20,7,13.3,9,0.6,1,3,0.244,0,0
1003605,80.4,United Kingdom,Female,41,20,0.5,7,0.433,0,4,0.453,0,0
1003606,45.7,Brazil,Female,33,26,23.9,8,0.385,2,7,0.427,0,0
1003607,55.7,Germany,Male,38,8,42.3,21,0.255,2,19,0.193,0,0
1003608,83.1,Germany,Female,27,16,9.8,8,0.426,2,7,0.518,0,0
1003609,85.4,Brazil,Male,20,29,58.9,26,0.105,4,29,0.866,1,1
1003610,69.3,United Kingdom,Female,33,20,15.0,14,0.7,0,17,0.514,0,0
1003611,85.2,United Kingdom,Male,27,8,6.5,16,0.318,2,7,0.48,0,0
1003612,51.8,Brazil,Male,21,10,44.3,24,0.15,3,20,0.704,0,0
1003613,89.5,France,Male,30,15,36.5,25,0.314,2,22,0.372,0,0
1003614,48.5,Poland,Male,35,4,22.1,16,0.548,3,16,0.208,0,0
1003615,43.8,United Kingdom,Female,32,12,38.1,26,0.56,9,22,0.712,0,0
1003616,30.9,France,Male,22,2,0.5,11,0.828,0,6,0.373,0,0
1003617,69.6,Spain,Female,26,24,12.7,6,0.594,1,13,0.548,0,0
1003618,74.8,United Kingdom,Female,20,3,29.7,21,0.372,6,18,0.376,0,0
1003619,55.2,Poland,Female,29,3,12.8,8,0.494,0,12,0.064,0,1
1003620,71.3,Poland,Male,47,11,21.5,15,0.097,2,9,0.324,0,0
1003621,83.8,Spain,Male,47,38,19.8,13,0.689,2,12,0.097,0,0
1003622,75.0,Spain,Male,33,6,48.7,26,0.333,5,25,0.834,0,0
1003623,65.1,Spain,Female,38,14,27.8,11,0.373,0,11,0.491,0,0
1003624,68.2,France,Male,41,23,34.8,19,0.846,0,26,0.226,0,1
1003625,80.7,Germany,Female,26,4,25.8,15,0.163,2,12,0.273,0,0
1003626,47.5,Spain,Male,51,12,5.9,10,0.381,3,6,0.193,0,0
1003627,34.7,France,Male,35,4,2.1,4,0.594,0,6,0.105,0,0
1003628,58.8,United Kingdom,Male,32,16,22.9,19,0.28,2,16,0.291,0,0
1003629,68.7,Spain,Male,20,18,29.8,19,0.62,2,18,0.658,0,0
1003630,73.8,France,Female,21,22,26.8,15,0.59,3,7,0.25,0,0
1003631,70.8,France,Female,40,21,19.8,12,0.451,3,9,0.276,1,1
1003632,56.8,United Kingdom,Female,30,7,39.2,24,0.622,3,16,0.339,0,1
1003633,44.6,Germany,Female,31,27,23.8,13,0.484,3,13,0.171,0,0
1003634,79.2,Brazil,Male,57,28,40.2,24,0.309,3,21,0.801,0,1
1003635,78.4,France,Female,30,11,5.0,8,0.296,1,6,0.159,0,0
1003636,22.1,France,Female,55,20,0.5,8,0.375,1,6,0.133,0,0
1003637,81.4,Poland,Male,31,21,48.2,23,0.48,10,32,0.584,0,0
1003638,96.2,Germany,Female,37,10,40.6,27,0.179,3,24,0.413,0,0
1003639,21.1,Germany,Female,38,6,22.6,19,0.781,2,9,0.186,0,0
1003640,75.6,United Kingdom,Female,37,32,22.9,15,0.189,3,15,0.176,0,0
1003641,82.1,United Kingdom,Female,20,18,55.9,27,0.137,4,28,0.401,0,1
1003642,38.8,Germany,Male,40,13,0.5,1,0.611,0,5,0.042,0,0
1003643,71.6,Germany,Female,52,39,23.5,18,0.307,3,14,0.383,0,0
1003644,75.4,France,Female,40,12,18.8,16,0.632,2,7,0.259,0,0
1003645,54.4,Spain,Male,31,15,31.4,23,0.344,6,19,0.652,0,0
1003646,87.1,United Kingdom,Male,33,24,38.8,22,0.244,3,19,0.417,0,0
1003647,86.8,Germany,Female,28,3,27.0,16,0.137,2,13,0.579,1,1
1003648,96.9,United Kingdom,Female,31,4,12.9,11,0.196,0,8,0.313,0,0
1003649,84.5,Spain,Female,48,30,56.9,28,0.344,4,24,0.62,0,0
1003650,54.1,Brazil,Male,21,25,6.9,9,0.369,1,3,0.139,0,0
1003651,39.9,United Kingdom,Female,40,34,19.6,18,0.544,3,10,0.512,0,0
1003652,81.3,Poland,Male,37,12,21.7,10,0.406,1,7,0.419,0,0
1003653,70.4,Spain,Female,25,45,23.6,9,0.254,3,17,0.314,0,0
1003654,56.4,France,Male,40,5,18.8,15,0.387,3,7,0.172,0,0
1003655,77.3,United Kingdom,Female,50,12,6.0,10,0.621,1,5,0.091,0,0
1003656,61.8,Germany,Female,34,15,18.6,8,0.651,1,9,0.213,0,0
1003657,66.4,France,Female,28,12,21.8,24,0.164,7,6,0.453,0,1
1003658,66.3,United Kingdom,Female,21,12,37.0,22,0.18,2,15,0.26,0,0
1003659,69.8,Poland,Male,34,14,32.6,18,0.309,5,16,0.592,0,1
1003660,48.9,Germany,Male,35,16,9.6,13,0.423,1,4,0.347,0,0
1003661,61.8,France,Female,47,9,9.0,6,0.524,0,5,0.452,0,0
1003662,76.0,United Kingdom,Male,59,28,33.4,21,0.23,3,14,0.291,0,0
1003663,53.4,France,Female,44,4,15.7,14,0.918,1,6,0.305,0,1
1003664,56.5,Brazil,Female,27,33,50.2,19,0.336,1,19,0.388,0,0
1003665,57.5,France,Male,22,10,37.3,16,0.199,7,13,0.224,0,0
1003666,65.6,Spain,Male,37,13,12.3,15,0.553,1,10,0.117,0,0
1003667,69.7,United Kingdom,Female,39,11,37.7,23,0.544,3,20,0.568,0,1
1003668,79.9,United Kingdom,Female,38,17,25.8,14,0.439,3,21,0.455,0,0
1003669,70.2,Poland,Female,28,27,29.9,12,0.44,2,13,0.262,0,0
1003670,16.6,Spain,Female,42,8,0.5,3,0.494,2,8,0.058,0,0
1003671,51.4,Germany,Female,36,15,0.5,6,0.54,2,7,0.54,0,0
1003672,64.3,Brazil,Female,31,35,45.2,20,0.229,6,22,0.358,1,1
1003673,79.0,United Kingdom,Male,25,18,0.5,1,0.355,0,6,0.5,0,0
1003674,79.9,Spain,Female,35,5,55.7,24,0.268,7,24,0.807,0,1
1003675,75.4,Brazil,Male,22,11,18.5,12,0.287,0,11,0.205,0,1
1003676,73.2,Brazil,Female,46,34,15.4,12,0.17,6,16,0.222,0,1
1003677,60.1,Spain,Female,30,14,13.2,13,0.2,3,11,0.182,0,0
1003678,70.5,Brazil,Female,25,14,20.5,13,0.435,3,12,0.175,0,1
1003679,57.3,France,Female,21,15,13.2,12,0.418,1,8,0.125,0,0
1003680,44.2,United Kingdom,Male,33,12,34.1,18,0.264,2,17,0.692,0,0
1003681,80.0,Germany,Female,25,7,11.7,17,0.273,1,14,0.168,0,0
1003682,86.8,Brazil,Male,25,10,29.2,16,0.172,0,13,0.356,1,1
1003683,58.5,France,Female,50,22,6.2,11,0.366,0,15,0.315,0,1
1003684,57.6,Germany,Male,37,16,14.2,11,0.363,1,3,0.261,0,1
1003685,25.3,Spain,Female,50,43,24.3,11,0.826,3,13,0.208,0,0
1003686,58.9,Germany,Female,34,9,25.3,17,0.336,1,10,0.624,0,0
1003687,91.1,Brazil,Female,40,7,18.2,10,0.568,4,9,0.332,1,1
1003688,58.8,France,Male,20,72,20.8,14,0.19,3,8,0.344,1,0
1003689,53.7,Brazil,Male,21,43,21.6,14,0.664,2,8,0.356,1,0
1003690,72.8,United Kingdom,Male,41,12,42.5,21,0.213,5,13,0.757,0,1
1003691,73.0,Germany,Male,40,19,29.8,24,0.204,1,28,0.609,0,0
1003692,80.1,United Kingdom,Female,26,17,30.8,16,0.501,2,9,0.72,0,0
1003693,80.7,Germany,Male,20,16,48.4,23,0.385,4,16,0.781,0,0
1003694,82.6,United Kingdom,Male,52,57,28.8,19,0.295,2,12,0.669,0,0
1003695,64.7,United Kingdom,Female,28,6,15.9,17,0.384,2,8,0.719,1,0
1003696,60.0,Brazil,Female,31,35,19.4,15,0.593,2,8,0.126,0,1
1003697,51.5,Spain,Male,39,14,24.3,14,0.667,2,16,0.575,0,0
1003698,51.7,Poland,Female,31,13,22.4,18,0.378,2,14,0.451,0,0
1003699,62.0,Germany,Male,30,16,20.4,15,0.496,1,15,0.356,0,0
1003700,63.5,Spain,Male,41,13,27.5,17,0.551,4,17,0.197,0,1
1003701,34.0,Spain,Female,43,16,5.8,9,0.91,1,11,0.133,0,0
1003702,78.4,France,Male,50,33,2.7,10,0.391,2,7,0.601,0,0
1003703,91.0,Poland,Female,25,9,50.8,29,0.689,5,33,0.542,0,0
1003704,53.1,Germany,Male,32,7,23.8,18,0.42,1,7,0.165,0,0
1003705,78.3,Spain,Female,35,27,7.9,8,0.541,2,7,0.138,0,0
1003706,89.8,Poland,Male,32,13,19.1,18,0.445,1,14,0.453,0,0
1003707,76.0,Poland,Female,34,13,21.1,18,0.281,0,7,0.357,0,0
1003708,60.9,Germany,Male,37,27,22.5,16,0.329,2,11,0.202,0,0
1003709,78.8,United Kingdom,Male,25,24,5.7,6,0.78,0,6,0.6,0,0
1003710,78.7,United Kingdom,Male,42,19,6.2,8,0.097,0,5,0.384,1,0
1003711,66.6,United Kingdom,Female,34,1,19.2,15,0.165,1,19,0.102,0,1
1003712,70.6,Poland,Female,34,13,0.5,9,0.646,1,7,0.049,0,0
1003713,50.6,France,Female,29,26,0.5,10,0.589,4,8,0.129,0,0
1003714,82.3,Germany,Male,20,6,3.6,8,0.247,2,8,0.366,0,0
1003715,91.0,Germany,Female,27,14,24.9,14,0.555,2,11,0.354,0,0
1003716,92.5,Germany,Female,28,15,22.7,15,0.24,1,12,0.453,0,0
1003717,63.3,Germany,Male,25,15,58.0,23,0.366,5,50,0.602,0,0
1003718,57.0,Spain,Male,52,52,8.4,10,0.87,1,14,0.425,0,0
1003719,58.8,Brazil,Male,52,15,17.5,15,0.774,2,7,0.376,1,1
1003720,53.2,France,Female,23,21,27.6,13,0.542,0,11,0.231,0,0
1003721,65.7,Brazil,Male,38,20,0.5,3,0.952,4,5,0.15,0,0
1003722,81.3,Spain,Male,27,21,20.0,16,0.753,2,17,0.505,0,0
1003723,56.6,Germany,Male,34,21,0.5,6,0.654,2,9,0.09,0,0
1003724,62.8,United Kingdom,Male,33,28,13.4,11,0.3,0,4,0.67,0,0
1003725,86.4,France,Male,35,10,23.8,14,0.372,3,11,0.345,0,0
1003726,61.3,Poland,Female,38,10,24.0,12,0.449,4,14,0.439,0,0
1003727,93.3,United Kingdom,Female,40,42,45.0,18,0.807,3,17,0.631,0,0
1003728,52.5,Brazil,Male,40,1,42.2,22,0.593,4,22,0.414,0,0
1003729,83.7,United Kingdom,Male,41,18,20.4,16,0.451,5,8,0.285,0,0
1003730,61.0,Germany,Male,36,21,9.2,11,0.774,1,9,0.106,0,0
1003731,76.6,Germany,Male,40,18,19.6,19,0.739,3,17,0.385,0,0
1003732,21.0,Spain,Female,27,7,29.8,8,0.495,3,13,0.35,0,0
1003733,42.7,Germany,Female,37,37,3.1,6,0.289,2,9,0.055,0,1
1003734,46.9,Spain,Male,32,12,13.9,6,0.295,0,9,0.446,0,0
1003735,84.3,France,Male,51,40,36.5,22,0.478,2,19,0.808,0,0
1003736,52.1,Poland,Male,54,3,0.5,5,0.675,0,4,0.427,0,0
1003737,70.1,Spain,Female,21,22,34.3,18,0.289,3,16,0.503,0,1
1003738,68.0,United Kingdom,Female,28,4,32.7,13,0.78,2,14,0.546,0,1
1003739,51.5,United Kingdom,Male,29,20,11.9,15,0.148,1,9,0.13,0,0
1003740,49.6,France,Female,27,15,0.5,8,0.467,1,3,0.056,0,0
1003741,71.0,Spain,Male,50,8,13.7,8,0.584,0,14,0.564,0,0
1003742,79.5,Germany,Female,25,11,30.3,13,0.517,2,13,0.182,0,1
1003743,61.0,France,Male,29,15,14.5,12,0.569,0,12,0.596,0,0
1003744,24.9,Spain,Male,37,26,9.4,12,0.843,2,4,0.356,0,0
1003745,76.3,France,Female,43,13,38.4,18,0.169,2,22,0.553,0,0
1003746,69.0,Poland,Female,41,21,21.5,17,0.43,1,12,0.173,0,0
1003747,56.8,Germany,Male,28,8,0.5,6,0.372,1,3,0.344,0,1
1003748,67.3,Brazil,Male,31,29,24.6,20,0.239,6,17,0.347,0,0
1003749,82.1,Germany,Male,24,20,35.5,28,0.489,6,19,0.306,0,1
1003750,41.1,France,Female,49,12,7.0,7,0.542,1,5,0.169,0,0
1003751,54.9,Spain,Male,32,10,24.4,19,0.244,1,14,0.607,0,1
1003752,69.2,Poland,Male,33,35,33.8,14,0.266,5,16,0.3,0,0
1003753,56.9,Spain,Female,21,8,21.8,18,0.38,1,18,0.212,0,1
1003754,77.5,Brazil,Male,29,26,18.9,14,0.692,2,8,0.403,1,1
1003755,79.6,Germany,Female,20,13,12.0,14,0.414,0,11,0.555,0,0
1003756,82.3,Spain,Female,34,24,9.2,9,0.52,0,7,0.207,0,0
1003757,89.9,France,Male,44,22,40.8,16,0.139,3,14,0.583,0,1
1003758,63.3,Germany,Female,43,9,40.1,17,0.579,6,18,0.309,0,0
1003759,80.4,Brazil,Male,25,43,24.7,13,0.749,4,13,0.451,0,0
1003760,38.6,Spain,Female,39,6,20.9,17,0.781,2,10,0.252,0,0
1003761,72.6,France,Male,55,25,28.7,7,0.382,2,10,0.153,0,0
1003762,75.8,Poland,Male,20,5,12.4,11,0.354,0,6,0.606,0,0
1003763,50.6,Brazil,Female,20,42,0.5,9,0.784,0,6,0.163,0,0
1003764,63.1,France,Male,40,10,8.7,11,0.399,1,11,0.092,0,1
1003765,70.1,Brazil,Female,45,7,27.7,20,0.18,3,15,0.391,0,1
1003766,59.2,Germany,Female,47,18,19.5,11,0.756,0,14,0.632,0,0
1003767,54.8,France,Female,53,16,41.9,27,0.568,3,25,0.214,0,0
1003768,61.8,Spain,Male,34,31,7.8,13,0.161,3,14,0.27,0,0
1003769,71.8,Poland,Female,21,21,41.8,18,0.615,5,21,0.225,0,1
1003770,39.1,Germany,Female,37,6,20.5,12,0.627,1,9,0.159,0,0
1003771,87.7,Germany,Female,21,10,27.8,18,0.508,3,16,0.681,0,0
1003772,66.9,Poland,Female,31,20,31.8,19,0.399,7,16,0.319,0,0
1003773,89.4,United Kingdom,Male,21,16,39.9,20,0.132,1,21,0.704,0,0
1003774,98.2,United Kingdom,Male,31,20,31.8,22,0.279,1,17,0.523,0,1
1003775,71.3,Spain,Male,22,8,35.6,20,0.405,0,11,0.567,0,0
1003776,54.9,United Kingdom,Female,44,48,0.5,3,0.554,0,3,0.273,1,0
1003777,95.1,United Kingdom,Male,44,28,40.4,21,0.226,1,9,0.498,0,0
1003778,67.1,Poland,Female,29,56,27.8,20,0.158,1,18,0.255,0,0
1003779,21.4,Germany,Male,32,31,28.0,16,0.566,8,14,0.385,0,0
1003780,49.7,Germany,Female,26,23,11.6,8,0.64,4,9,0.119,0,1
1003781,47.4,Poland,Male,32,8,26.1,21,0.376,6,13,0.38,0,1
1003782,70.3,Germany,Male,28,42,35.7,18,0.685,2,22,0.319,0,0
1003783,75.7,Germany,Male,21,13,18.9,12,0.391,0,7,0.618,0,0
1003784,77.6,Germany,Female,21,35,46.0,21,0.15,3,21,0.546,0,1
1003785,87.1,Poland,Female,30,12,43.0,25,0.527,2,20,0.303,0,1
1003786,82.4,France,Male,42,9,9.1,18,0.605,2,11,0.352,0,0
1003787,78.0,Germany,Female,37,5,15.5,13,0.261,3,12,0.747,0,0
1003788,76.5,Poland,Female,20,20,0.5,8,0.752,2,10,0.167,0,1
1003789,56.3,Poland,Male,20,14,0.5,3,0.799,0,5,0.205,0,0
1003790,60.8,France,Female,32,29,35.5,17,0.385,7,13,0.412,0,0
1003791,85.4,France,Female,20,20,40.3,24,0.519,4,23,0.135,0,0
1003792,79.4,United Kingdom,Female,57,5,30.4,14,0.223,4,14,0.353,0,0
1003793,70.4,Germany,Male,21,49,28.8,14,0.423,2,10,0.361,0,0
1003794,91.6,Brazil,Male,30,33,24.8,23,0.211,2,13,0.371,0,1
1003795,60.8,Germany,Female,48,20,34.9,16,0.628,2,13,0.2,0,1
1003796,78.6,France,Male,29,17,9.4,14,0.328,3,13,0.349,0,0
1003797,73.0,United Kingdom,Female,44,11,32.2,18,0.375,6,15,0.625,0,0
1003798,62.5,Germany,Female,51,5,18.4,11,0.439,0,10,0.691,0,0
1003799,77.5,Poland,Female,41,19,34.1,17,0.236,4,10,0.778,0,1
1003800,53.2,Poland,Male,25,4,25.8,13,0.771,1,16,0.097,0,0
1003801,44.0,Brazil,Male,20,19,11.0,11,0.495,0,15,0.048,0,1
1003802,51.5,France,Female,42,20,40.6,17,0.294,2,11,0.136,0,0
1003803,73.7,Spain,Male,23,22,3.2,10,0.606,7,5,0.337,0,1
1003804,94.1,Poland,Female,30,27,23.5,8,0.399,0,10,0.133,0,1
1003805,55.0,France,Male,26,13,45.1,24,0.231,6,20,0.641,0,0
1003806,80.8,Brazil,Male,41,3,21.9,14,0.268,3,6,0.142,0,0
1003807,63.9,Spain,Female,30,16,0.5,8,0.405,2,4,0.669,0,0
1003808,72.3,Germany,Male,30,14,15.0,18,0.56,2,11,0.105,0,0
1003809,94.1,Poland,Female,46,7,41.6,30,0.643,6,31,0.825,0,0
1003810,67.8,Spain,Male,27,51,27.2,15,0.239,2,20,0.523,1,0
1003811,30.5,Germany,Female,44,22,25.9,12,0.35,3,13,0.18,0,0
1003812,55.9,Poland,Male,34,9,0.5,11,0.505,1,11,0.786,0,0
1003813,63.8,Spain,Male,22,29,30.0,19,0.207,1,14,0.219,0,0
1003814,80.7,Germany,Male,35,13,39.1,23,0.155,10,15,0.301,1,1
1003815,40.9,France,Male,37,49,23.3,12,0.398,4,11,0.36,0,0
1003816,78.8,Germany,Male,48,8,50.0,30,0.546,8,38,0.602,0,0
1003817,78.9,France,Female,54,29,0.5,8,0.324,1,9,0.125,0,1
1003818,71.9,Brazil,Male,26,9,6.4,7,0.56,0,6,0.234,0,1
1003819,87.0,Germany,Male,33,15,29.8,20,0.325,6,14,0.66,0,0
1003820,51.2,Poland,Female,29,26,13.3,19,0.248,4,12,0.383,0,1
1003821,12.9,Germany,Male,23,13,0.5,5,0.75,0,2,0.084,1,0
1003822,57.7,Germany,Male,31,16,18.3,9,0.792,1,12,0.531,0,0
1003823,70.7,Poland,Female,24,29,42.5,24,0.54,3,17,0.46,0,0
1003824,24.0,United Kingdom,Male,23,21,45.0,19,0.389,8,17,0.219,0,0
1003825,76.9,Poland,Female,26,6,9.7,12,0.687,1,13,0.383,1,1
1003826,78.3,France,Male,37,9,49.1,23,0.339,4,32,0.677,0,1
1003827,47.3,Spain,Female,29,28,40.5,22,0.5,4,15,0.535,0,0
1003828,83.4,Germany,Male,53,16,24.5,13,0.373,2,13,0.275,1,1
1003829,74.1,Spain,Male,42,71,9.4,12,0.217,1,7,0.43,1,0
1003830,38.2,Poland,Female,37,17,44.8,20,0.142,4,17,0.333,0,0
1003831,56.5,Brazil,Male,42,35,25.5,14,0.469,4,13,0.712,1,1
1003832,50.5,United Kingdom,Female,20,13,30.5,20,0.831,2,16,0.421,0,0
1003833,63.3,Poland,Female,34,33,15.8,14,0.617,1,13,0.421,0,0
1003834,66.8,United Kingdom,Male,38,6,39.8,18,0.295,5,22,0.475,0,0
1003835,53.5,Poland,Female,21,39,12.3,8,0.369,1,7,0.238,0,0
1003836,90.7,Germany,Female,22,33,3.3,5,0.186,0,9,0.485,0,0
1003837,80.8,Spain,Male,27,40,27.5,9,0.389,2,13,0.597,0,0
1003838,44.2,Germany,Female,21,5,16.9,11,0.548,1,11,0.212,0,0
1003839,51.1,Spain,Female,35,63,20.4,17,0.245,4,15,0.195,0,0
1003840,66.4,France,Female,26,29,9.6,9,0.694,3,11,0.057,0,0
1003841,58.3,Germany,Female,29,7,0.5,9,0.267,0,7,0.246,0,0
1003842,48.2,Brazil,Female,26,5,28.6,11,0.567,1,13,0.535,0,0
1003843,77.1,Germany,Male,25,17,24.7,14,0.499,0,5,0.351,0,0
1003844,89.5,Spain,Female,21,12,2.1,7,0.747,0,5,0.336,0,0
1003845,75.6,United Kingdom,Female,20,28,27.7,20,0.2,1,11,0.446,0,0
1003846,70.1,Germany,Male,35,22,18.2,9,0.353,2,14,0.115,0,0
1003847,72.2,Poland,Male,32,19,16.5,14,0.768,0,12,0.593,0,0
1003848,60.6,Brazil,Female,30,27,10.9,15,0.495,1,12,0.124,0,1
1003849,73.2,Germany,Male,39,9,29.1,17,0.361,1,17,0.774,0,1
1003850,80.2,United Kingdom,Male,41,15,23.0,17,0.379,5,21,0.2,0,0
1003851,60.7,Spain,Male,61,6,29.2,16,0.284,3,15,0.48,0,1
1003852,79.9,Poland,Female,34,14,8.9,10,0.675,1,7,0.545,0,0
1003853,53.8,Spain,Male,23,26,10.6,12,0.409,3,7,0.339,0,0
1003854,59.5,United Kingdom,Female,53,11,1.4,14,0.157,0,11,0.112,0,0
1003855,89.0,Germany,Female,20,4,25.9,19,0.162,4,19,0.738,0,0
1003856,73.0,Brazil,Male,41,13,10.0,12,0.717,3,7,0.324,0,0
1003857,73.4,Germany,Female,43,24,46.9,17,0.627,3,24,0.438,0,1
1003858,86.8,Germany,Female,39,24,22.6,17,0.142,5,21,0.589,0,1
1003859,79.6,Germany,Male,33,29,55.6,29,0.331,7,41,0.529,0,1
1003860,65.4,Spain,Male,26,15,22.3,16,0.495,4,12,0.186,0,0
1003861,55.8,Spain,Male,31,28,3.6,12,0.665,3,9,0.236,0,0
1003862,81.5,Poland,Female,42,25,45.2,24,0.141,6,19,0.794,0,0
1003863,69.0,Brazil,Male,48,14,39.1,21,0.695,4,22,0.661,0,1
1003864,61.2,Spain,Female,37,28,17.7,10,0.342,0,14,0.064,0,0
1003865,48.5,Germany,Female,32,46,32.4,22,0.296,1,21,0.547,0,0
1003866,50.0,Germany,Female,50,13,20.7,17,0.254,3,6,0.427,0,0
1003867,41.9,France,Male,30,18,24.5,17,0.311,4,15,0.504,0,0
1003868,59.5,Germany,Female,43,39,18.2,16,0.677,3,9,0.125,0,0
1003869,31.5,Brazil,Female,41,8,9.4,14,0.225,0,12,0.15,0,0
1003870,83.3,United Kingdom,Male,28,21,39.8,24,0.102,3,15,0.546,0,1
1003871,73.8,Spain,Male,20,16,29.0,15,0.469,1,10,0.224,0,0
1003872,60.6,Spain,Male,40,5,45.5,22,0.719,0,12,0.429,0,0
1003873,88.1,Poland,Male,39,23,21.2,14,0.352,2,11,0.432,0,0
1003874,73.2,Poland,Female,37,20,46.2,23,0.13,8,17,0.49,0,0
1003875,78.7,Spain,Female,42,16,17.9,12,0.509,0,9,0.303,0,0
1003876,59.3,Brazil,Female,24,9,9.3,15,0.639,5,16,0.254,0,0
1003877,40.9,France,Female,26,33,60.2,30,0.215,13,37,0.812,0,0
1003878,52.4,Spain,Male,21,9,15.5,8,0.814,2,7,0.656,0,0
1003879,76.2,Spain,Male,33,21,30.0,14,0.684,5,16,0.454,0,0
1003880,77.5,United Kingdom,Male,23,13,28.9,15,0.338,1,15,0.055,0,0
1003881,72.5,Spain,Female,22,21,47.6,26,0.262,4,26,0.777,0,0
1003882,66.6,United Kingdom,Male,38,47,2.9,4,0.844,2,12,0.313,0,0
1003883,66.9,France,Female,27,3,33.5,24,0.355,4,9,0.44,0,0
1003884,75.2,Spain,Female,22,21,21.6,21,0.412,3,17,0.423,0,0
1003885,52.5,United Kingdom,Female,55,26,9.7,10,0.417,2,9,0.301,0,0
1003886,85.6,Brazil,Female,22,21,51.1,21,0.119,4,28,0.421,1,1
1003887,81.6,Poland,Female,40,16,41.1,23,0.321,5,24,0.588,0,0
1003888,95.3,Germany,Male,20,10,28.3,16,0.453,1,19,0.464,0,0
1003889,58.0,Brazil,Female,32,7,7.4,12,0.333,0,5,0.103,0,0
1003890,70.1,France,Female,39,3,43.8,26,0.186,8,16,0.859,0,1
1003891,54.7,France,Male,29,10,15.5,12,0.332,1,13,0.757,0,1
1003892,66.5,United Kingdom,Female,47,13,0.5,14,0.468,0,12,0.434,0,0
1003893,45.1,Poland,Female,34,7,18.2,11,0.562,1,14,0.188,0,0
1003894,86.8,Poland,Male,37,3,11.3,11,0.72,1,9,0.048,0,0
1003895,46.1,United Kingdom,Female,33,1,13.2,11,0.321,2,12,0.209,0,0
1003896,65.6,Brazil,Male,38,17,32.0,21,0.878,3,19,0.338,0,0
1003897,72.8,France,Male,20,14,34.1,14,0.197,1,21,0.458,0,0
1003898,39.9,Spain,Male,22,24,21.5,21,0.837,3,25,0.424,1,0
1003899,47.7,Germany,Male,22,2,4.1,10,0.272,2,11,0.408,0,0
1003900,80.1,United Kingdom,Male,22,9,2.5,1,0.432,3,8,0.479,1,1
1003901,64.1,Spain,Female,43,7,57.2,24,0.185,7,31,0.97,0,1
1003902,84.3,France,Female,38,9,37.0,18,0.276,0,24,0.795,0,1
1003903,68.2,France,Male,33,16,8.5,16,0.162,1,7,0.473,0,0
1003904,35.7,Poland,Female,28,15,0.5,6,0.383,1,7,0.056,0,0
1003905,63.8,Brazil,Female,21,5,2.1,16,0.713,1,5,0.349,0,0
1003906,72.2,United Kingdom,Male,21,14,26.1,20,0.108,2,15,0.717,1,0
1003907,84.6,France,Male,21,51,49.9,19,0.13,5,23,0.719,0,1
1003908,82.0,Poland,Female,24,13,19.9,10,0.471,1,15,0.285,0,1
1003909,63.0,United Kingdom,Female,40,25,14.6,8,0.674,2,12,0.368,0,0
1003910,65.0,Poland,Male,30,23,4.1,6,0.586,0,8,0.195,0,0
1003911,48.4,France,Female,24,45,23.3,17,0.724,2,14,0.49,0,0
1003912,23.5,Spain,Male,21,40,0.5,6,0.811,1,8,0.098,0,0
1003913,63.3,United Kingdom,Female,20,25,47.9,24,0.708,2,21,0.428,0,1
1003914,87.4,Germany,Female,33,6,13.8,13,0.457,2,14,0.485,0,0
1003915,73.0,Poland,Female,23,9,37.3,17,0.187,8,12,0.258,0,0
1003916,65.1,Germany,Female,33,7,18.7,10,0.456,3,6,0.235,0,0
1003917,83.1,Spain,Male,30,6,20.2,10,0.448,3,9,0.672,0,1
1003918,81.1,Germany,Male,31,3,26.5,12,0.68,1,14,0.71,0,0
1003919,52.9,United Kingdom,Male,46,31,28.2,13,0.327,2,9,0.386,0,0
